ID,text,response,av,ac,pr,ui,s,c,i,a
CVE-2019-5283,"A Factory Reset Protection (FRP) bypass vulnerability in P20 Huawei smartphones versions earlier than Emily-AL00A 9.0.0.167 (C00E81R1P21T8) causes unauthorized access and potential data breach when an attacker logs into the Talkback mode and performs certain operations to access the setting page. This issue arises due to the improper handling of the FRP function, allowing the attacker to bypass the security measures.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2021-31698,Arbitrary code execution vulnerability in Quectel EG25-G devices through 202006130814 causes potential remote control of the device when an attacker uses an AT command to place shell metacharacters in quectel_handle_fumo_cfg input in atfwd_daemon.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-4448,"Stored Cross-Site Scripting (XSS) vulnerability in the GiveWP WordPress plugin before version 2.24.0 causes potential security breaches when users with the contributor role and above embed shortcodes. This issue arises due to the lack of validation and escaping of certain shortcode attributes before they are outputted back in a page or post. This could allow these users to perform malicious attacks, compromising the security and integrity of the website.","av: N, ac: L, pr: L, ui: R, s: C, c: L, i: L, a: N",N,L,L,R,C,L,L,N
CVE-2020-0338,"A potential permission bypass issue has been identified in the 'checkKeyIntent' function of 'AccountManagerService.java' in Android versions 9 and 10. This vulnerability could lead to local information disclosure when exploited. The exploitation of this vulnerability requires user interaction and execution privileges. The problem lies in the fact that an attacker could bypass permissions, gaining access to sensitive information that should be restricted. The affected components are Android 9 and Android 10 operating systems. The impact of this vulnerability is a potential information disclosure, which could compromise user privacy and data integrity.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: N, a: N",L,L,L,N,U,H,N,N
CVE-2017-16647,A NULL pointer dereference issue in the 'drivers/net/usb/asix_devices.c' component of the Linux kernel up to version 4.13.11 allows local users to cause a denial of service (system crash) or possibly have other unspecified impacts when a crafted USB device is used as an attack vector.,"av: L, ac: L, pr: L, ui: N, s: U, c: N, i: H, a: N",L,L,L,N,U,N,H,N
CVE-2018-10510,"A Directory Traversal Remote Code Execution vulnerability in Trend Micro Control Manager (versions 6.0 and 7.0) causes potential execution of arbitrary code when an attacker exploits the vulnerability in the vulnerable installations. This problem could allow the attacker to gain unauthorized access and control over the affected system, leading to potential data loss or system damage.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2018-1000113,"A Cross-Site Scripting (XSS) vulnerability in Jenkins TestLink Plugin 2.12 and earlier versions, specifically in TestLinkBuildAction/summary.jelly and other components, causes the potential execution of arbitrary HTML and JavaScript when an attacker, who has control over elements such as TestLink report names, exploits this vulnerability.","av: N, ac: L, pr: L, ui: R, s: C, c: L, i: L, a: N",N,L,L,R,C,L,L,N
CVE-2020-0490,"A possible out of bounds read in the floor1_info_unpack of floor1.c in Android-11 causes remote information disclosure when a missing bounds check is exploited. This vulnerability impacts the Android-11 system and can be exploited with no additional execution privileges needed, however, user interaction is required for successful exploitation. The affected component is the Android operating system, specifically the floor1_info_unpack function in the floor1.c file. The attack vector is through the exploitation of a missing bounds check.","av: N, ac: L, pr: N, ui: R, s: U, c: H, i: N, a: N",N,L,N,R,U,H,N,N
CVE-2020-25802,"Improper Control of Dynamically-Managed Code Resources in Crafter Studio of Crafter CMS causes unauthorized execution of OS commands when exploited via Groovy scripting. This vulnerability impacts Crafter Software Crafter CMS 3.0 versions prior to 3.0.27 and 3.1 versions prior to 3.1.7, allowing authenticated developers to potentially compromise the system.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2022-38980,"A heap overflow vulnerability in the HwAirlink module causes potential unauthorized acquisition of process control permissions when processing data packets of the proprietary protocol. This vulnerability, if successfully exploited, allows attackers to gain control over the affected software components, posing a significant security risk.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2017-2844,"Command injection vulnerability in the web management interface of Foscam C1 Indoor HD cameras with application firmware 2.52.2.37 causes arbitrary command execution when a specially crafted HTTP request is sent to the device. This issue arises due to the ability of a user to inject arbitrary data in the ""msmtprc"" configuration file. An attacker can exploit this vulnerability simply by sending an HTTP request to the device.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2023-21400,"Improper locking in multiple functions of io_uring.c could lead to kernel memory corruption, causing a potential local escalation of privilege within the kernel when exploited. This issue requires system execution privileges for exploitation and does not necessitate user interaction. The affected component is the kernel, and the attack vector is through the improper locking mechanism in the io_uring.c functions.","av: L, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",L,L,H,N,U,H,H,H
CVE-2020-22673,"A memory leak issue in the senc_Parse function within MP4Box in gpac 0.8.0 causes a denial of service (DoS) when attackers exploit this vulnerability using a specially crafted input. This problem type affects the software's ability to manage memory resources efficiently, potentially leading to system slowdowns or crashes, thereby impacting the overall service availability.","av: N, ac: L, pr: N, ui: R, s: U, c: N, i: N, a: H",N,L,N,R,U,N,N,H
CVE-2017-7206,A heap-based buffer over-read problem in the ff_h2645_extract_rbsp function within the libavcodec in libav 9.21 causes a denial of service or allows remote attackers to obtain sensitive information from process memory. This vulnerability is triggered when a maliciously crafted h264 video file is processed.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: N",N,L,N,N,U,H,H,N
CVE-2020-24565,"An out-of-bounds read information disclosure vulnerability in Trend Micro Apex One causes sensitive information disclosure when a local attacker executes low-privileged code on the target system. This vulnerability affects the subs component of the software, making it unique compared to similar vulnerabilities such as CVE-2020-24564 and CVE-2020-25770. The impact of this vulnerability is that it may allow an attacker to disclose sensitive information to an unprivileged account on vulnerable installations of the product.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: N, a: N",L,L,L,N,U,H,N,N
CVE-2023-20882,"A Denial of Service (DoS) vulnerability in the gorouter process of Cloud Foundry routing release versions from 0.262.0 and prior to 0.266.0 can lead to the disruption of services of applications hosted on Cloud Foundry. This issue arises when client connections are prematurely closed, causing the gorouter to mark the currently selected backend as failed and subsequently removing it from the routing pool.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: N, a: H",N,L,N,N,U,N,N,H
CVE-2022-41577,An Out-of-Bounds Read vulnerability in the Kernel Server can lead to a compromise in device confidentiality and availability when the length of data transferred in the user space is not properly verified.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: N, a: H",N,L,N,N,U,H,N,H
CVE-2017-5076,"Insufficient Policy Enforcement in Omnibox in Google Chrome prior to 59.0.3071.86 for Mac, Windows, and Linux, and 59.0.3071.92 for Android causes a potential domain spoofing when a remote attacker uses IDN homographs in a crafted domain name. This vulnerability allows the attacker to mislead users into thinking they are interacting with a trusted site, potentially leading to phishing attacks or the disclosure of sensitive information.","av: N, ac: L, pr: N, ui: R, s: U, c: L, i: L, a: N",N,L,N,R,U,L,L,N
CVE-2019-9192,"Uncontrolled Recursion problem in the check_dst_limits_calc_pos_1 function of the GNU C Library (aka glibc or libc6) through 2.29 causes potential system instability when a crafted pattern such as '(|)(\\1\\1)*' in grep is used as an attack vector. This issue is distinct from CVE-2018-20796. However, it's important to note that the software maintainer disputes this as a vulnerability, arguing that the behavior only occurs with a specifically crafted pattern.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: L, a: N",N,L,N,N,U,N,L,N
CVE-2020-6781,Improper certificate validation in the Bosch Smart Home System App for iOS prior to version 9.17.1 causes potential interception of video contents when a man-in-the-middle attack is performed.,"av: N, ac: H, pr: N, ui: N, s: U, c: H, i: N, a: N",N,H,N,N,U,H,N,N
CVE-2023-34258,"A Remote Code Execution (RCE) vulnerability in BMC Patrol versions prior to 22.1.00 causes unauthorized access and potential system control when the agent's configuration is remotely queried. This issue arises due to the agent's configuration containing the Patrol account password, which is encrypted with a default AES key. Exploiting this vulnerability allows attackers to decrypt the password and use the account to execute remote code, thereby compromising the system's security.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2020-26175,Manipulation of the 'PERSON' value in requests to /api/profile in tangro Business Workflow before version 1.18.1 causes unauthorized profile information changes when an attacker exploits this vulnerability. This attack can lead to potential data breaches and unauthorized access to sensitive user information.,"av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2021-1388,"Improper token validation in an API endpoint of Cisco ACI Multi-Site Orchestrator (MSO) installed on the Application Services Engine causes authentication bypass when a crafted request is sent to the affected API. This vulnerability could allow an unauthenticated, remote attacker to receive a token with administrator-level privileges that could be used to authenticate to the API on affected MSO and managed Cisco Application Policy Infrastructure Controller (APIC) devices.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2023-3842,"An unquoted search path issue in the file processing component of Pointware EasyInventory 1.0.12.0 causes a critical impact when exploited locally. This vulnerability, identified as CVE-2023-3842, specifically affects the processing of the file C:\Program Files (x86)\EasyInventory\Easy2W.exe. The exploitation of this vulnerability requires local access, making it a potential attack vector for malicious users with local access to the system. Despite early contact, the vendor has not responded to this disclosure. The vulnerability has been assigned the identifier VDB-235193.","av: L, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",L,L,N,R,U,H,H,H
CVE-2023-0613,"A critical memory corruption vulnerability in the httpd component of TRENDnet TEW-811DRU 1.0.10.0, specifically affecting the /wireless/security.asp file, causes severe system instability when manipulated remotely. This vulnerability, identified as CVE-2023-0613 and VDB-219937, can be exploited by attackers who have access to the exploit, which has been publicly disclosed. The attack can be launched remotely, posing a significant threat to the system's security.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-25481,"Improper configuration in ThinkPHP Framework v5.0.24 causes unauthorized access to system environment parameters when the PATHINFO parameter is not set in index.php. This vulnerability allows attackers to exploit the system, potentially leading to information disclosure or system manipulation.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2016-4472,"An overflow protection removal in Expat compilers with certain optimization settings causes a denial of service (crash) or potential execution of arbitrary code when crafted XML data is used as an attack vector. This vulnerability impacts the stability and security of systems running the affected software, and exists due to an incomplete fix for previous vulnerabilities CVE-2015-1283 and CVE-2015-2716.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2024-24139,SQL Injection vulnerability in the Login System with Email Verification 1.0 of Sourcecodester allows unauthorized database manipulation when the 'user' parameter is exploited.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2019-16877,Incorrect Access Control in Portainer before version 1.22.1 causes unauthorized access and potential data breach when an attacker exploits the insufficient access control mechanism.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-37972,"A spoofing vulnerability in Microsoft Endpoint Configuration Manager causes unauthorized access and potential data manipulation when a malicious actor exploits insufficient verification of data authenticity. This vulnerability allows an attacker to impersonate legitimate users or systems, potentially leading to unauthorized actions being performed, data being altered, or sensitive information being accessed.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-23478,"An Out of Bound Write vulnerability in the xrdp_mm_trans_process_drdynvc_channel_open() function of xrdp versions prior to v0.9.21 can cause potential data corruption or even system crash when exploited by an attacker using Microsoft Remote Desktop Protocol (RDP). The affected component is the open-source project xrdp, which provides a graphical login to remote machines. Currently, there are no known workarounds for this issue, hence users are strongly advised to upgrade to a version higher than v0.9.21 to mitigate the risk.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2024-1265,"A Cross-Site Scripting (XSS) vulnerability in the Attendance Management component of CodeAstro University Management System 1.0 causes potential unauthorized access and manipulation when the 'Student Name' argument in the /att_add.php file is exploited. This problematic vulnerability, identified as CVE-2024-1265, allows remote attackers to inject arbitrary web script or HTML via the manipulated argument. The exploit has been publicly disclosed and may be used, posing a significant threat to the integrity and confidentiality of the system. The vulnerability identifier is VDB-253008.","av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2023-6016,"A Remote Code Execution (RCE) vulnerability in the POJO model import feature of the H2O dashboard software allows an attacker to gain unauthorized control over the server when exploited. The impact of this vulnerability is severe as it allows the execution of arbitrary code remotely, potentially compromising the integrity, confidentiality, and availability of the server.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2017-9453,"An authentication bypass issue in BMC Server Automation versions prior to 8.9.01 patch 1 allows unauthorized command execution. This problem arises due to a flaw in the Process Spawner component, leading to potential unauthorized access and control. The impact of this vulnerability is significant as it could allow an attacker to execute arbitrary commands on the system, potentially compromising its security and integrity. The attack vector is primarily through network access, exploiting the authentication bypass issue to execute commands.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2017-11614,"Hard-coded credentials in MEDHOST Connex software cause potential unauthorized access and modification of sensitive patient and financial data when an attacker with knowledge of these credentials communicates directly with the customer database. The affected components include the IBM i DB2 user account used for database access, named HMSCXPDN, whose password is hard-coded in multiple places in the application and cannot be changed by customers. This account has elevated DB2 roles and can access all objects or database tables on the customer DB2 database through ODBC, FTP, and TELNET. Even customers without Connex installed are vulnerable as the MEDHOST setup program creates this account.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2023-32042,"An information disclosure vulnerability in the OLE Automation component causes unauthorized access to sensitive information when a malicious actor exploits the flaw. This vulnerability, identified as CVE-2023-32042, can potentially allow an attacker to gain access to undisclosed information, compromising the security of the system. The impact of this vulnerability is significant as it can lead to potential data breaches and unauthorized information disclosure. The attack vector is typically through the exploitation of the OLE Automation component, which is not properly secured, thus making it susceptible to such attacks.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: N, a: N",N,L,N,N,U,H,N,N
CVE-2016-2548,"A Denial of Service (DoS) vulnerability in the sound/core/timer.c component of the Linux kernel versions before 4.4.1 causes system crashes when a crafted ioctl call is executed by local users. This issue arises due to the retention of certain linked lists after a close or stop action, specifically related to the snd_timer_close and _snd_timer_stop functions.","av: L, ac: L, pr: L, ui: N, s: C, c: N, i: N, a: H",L,L,L,N,C,N,N,H
CVE-2018-15328,"Insufficient data protection in BIG-IP 14.0.x, 13.x, 12.x, and 11.x, Enterprise Manager 3.1.1, BIG-IQ 6.x, 5.x, and 4.x, and iWorkflow 2.x causes potential unauthorized access and data exposure when the passphrases for SNMPv3 users and trap destinations are used for authentication and privacy. This is due to the fact that these passphrases are not handled by the BIG-IP system Secure Vault feature and are instead written in clear text to the various configuration files, providing an attack vector for malicious actors to potentially gain access to sensitive information.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: N",N,L,N,N,U,H,H,N
CVE-2019-0162,Memory access issue in the virtual memory mapping of certain microprocessors causes potential information disclosure when an authenticated user exploits it via local access.,"av: L, ac: L, pr: L, ui: N, s: U, c: H, i: N, a: N",L,L,L,N,U,H,N,N
CVE-2019-19789,"A NULL pointer dereference issue in 3S-Smart CODESYS SP Realtime NT before V2.3.7.28, CODESYS Runtime Toolkit 32 bit full before V2.4.7.54, and CODESYS PLCWinNT before V2.4.7.54 causes system instability and potential application crashes when an attacker exploits this vulnerability. This vulnerability affects the stability of the system and can be exploited to cause denial of service.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: N, a: H",N,L,N,N,U,N,N,H
CVE-2018-20433,"XXE (XML External Entity) vulnerability in 'extractXmlConfigFromInputStream' function within 'com/mchange/v2/c3p0/cfg/C3P0ConfigXmlUtils.java' in c3p0 version 0.9.5.2 causes potential data exposure when the software is initializing. This vulnerability allows an attacker to inject malicious data, potentially leading to disclosure of sensitive information.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: N, a: N",N,L,N,N,U,H,N,N
CVE-2019-7155,"Incorrect Access Control in GitLab Community and Enterprise Edition 9.x, 10.x, and 11.x before 11.5.8, 11.6.x before 11.6.6, and 11.7.x before 11.7.1 causes unauthorized access and potential data breach when a user is removed from a private group but retains their role within a project in the group, if their privileges within the project are different from the group. This vulnerability can be exploited by an attacker to gain unauthorized access to sensitive information or manipulate project data.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2023-39276,"A stack-based buffer overflow vulnerability in the post-authentication process of SonicOS, specifically in the getBookmarkList.json URL endpoint, causes a severe impact by leading to a firewall crash when exploited. This attack vector can be leveraged by malicious actors to disrupt network security, potentially allowing unauthorized access or further attacks on the network.","av: N, ac: L, pr: L, ui: N, s: U, c: N, i: N, a: H",N,L,L,N,U,N,N,H
CVE-2023-0453,"Insufficient access control in the WP Private Message WordPress plugin (bundled with the Superio theme as a required plugin) before version 1.0.6 causes unauthorized disclosure of information when an authenticated user tampers with the ID. This vulnerability allows any authenticated user to access private messages belonging to other users, potentially leading to a breach of privacy and confidentiality.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: N",N,L,L,N,U,H,H,N
CVE-2021-39500,"Directory Traversal vulnerability in Eyoucms 1.5.4 due to a lack of input data sanitization in parameters tpldir, filename, type, and nid causes unauthorized file access and potential data manipulation when an attacker injects ""../"" to escape and write files to writable directories.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-30516,SQL Injection vulnerability in the 'editid' parameter of the 'doctor.php' page in Hospital-Management-System v1.0 causes unauthorized access and manipulation of database information when a malicious SQL query is inserted.,"av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2021-1056,"A vulnerability in the kernel mode layer (nvidia.ko) of the NVIDIA GPU Display Driver for Linux, across all versions, causes potential denial of service or information disclosure when the software does not fully respect operating system file system permissions to provide GPU device-level isolation. This issue arises due to the software's inability to completely honor file system permissions, thereby creating a potential attack vector for malicious entities.","av: L, ac: L, pr: L, ui: N, s: U, c: N, i: L, a: N",L,L,L,N,U,N,L,N
CVE-2023-1343,"Cross-Site Request Forgery (CSRF) in the RapidLoad Power-Up for Autoptimize plugin for WordPress causes unauthorized modification of the plugin's cache when an unauthenticated attacker forges a request. This vulnerability, identified as CVE-2023-1343, affects versions up to and including 1.7.1. The issue arises due to missing or incorrect nonce validation on the attach_rule function, enabling attackers to exploit the vulnerability if they can trick a site administrator into performing an action such as clicking on a link.","av: N, ac: L, pr: N, ui: R, s: U, c: N, i: L, a: N",N,L,N,R,U,N,L,N
CVE-2020-12619,"A vulnerability in the automatic importation of S/MIME certificates in MailMate versions before 1.11 causes potential unauthorized access and decryption of communication when a man-in-the-middle attacker sends a single email. This issue arises from the software's silent replacement of existing certificates, allowing the attacker to obtain an email-validated S/MIME certificate from a trusted CA and replace the public key of the entity they wish to impersonate.","av: N, ac: H, pr: N, ui: N, s: U, c: H, i: H, a: N",N,H,N,N,U,H,H,N
CVE-2021-46626,"A buffer overflow vulnerability in the J2K image parsing component of Bentley View 10.15.0.75 allows remote attackers to execute arbitrary code when a user interacts with a malicious page or file. The impact of this vulnerability is that it can trigger a read past the end of an allocated buffer, enabling the attacker to execute code in the context of the current process.","av: N, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",N,L,N,R,U,H,H,H
CVE-2021-24633,"Lack of authorisation in the Countdown Block WordPress plugin before version 1.1.2 causes unauthorized modification of post contents when the eb_write_block_css AJAX action is exploited by any authenticated user, such as a Subscriber.","av: N, ac: L, pr: L, ui: N, s: U, c: N, i: L, a: N",N,L,L,N,U,N,L,N
CVE-2022-21644,SQL Injection vulnerability in the usersearch.php component of USOC CMS causes unauthorized database access and manipulation when unsanitized search terms are used to construct a SQL statement. This issue affects only site admins as they are the only users permitted to search. It is strongly recommended for users to upgrade their software to the latest version as there are no workarounds for this vulnerability.,"av: N, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",N,L,H,N,U,H,H,H
CVE-2023-43654,"Improper input validation in TorchServe's default configuration, specifically versions 0.1.0 to 0.8.1, leads to potential system and data integrity compromise when remote HTTP download requests are invoked and files are written to the disk. This vulnerability arises from the ability of users to load any model from any URL of their choice, without proper restrictions on allowed URLs. The impact of this vulnerability is significant as it could allow third parties to compromise the system and sensitive data. The attack vector is primarily through the user's ability to specify any model URL to be used. A fix has been implemented in TorchServe release 0.8.2, and users are strongly advised to upgrade. No known workarounds exist for this issue.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2021-42079,"An SSRF (Server Side Request Forgery) vulnerability in the alert preparation function of an authenticated administrator interface allows for potential unauthorized access and data exposure when exploited through POST requests. This issue, identified as CVE-2021-42079, can lead to serious security breaches if an attacker successfully executes an SSRF attack.","av: N, ac: L, pr: H, ui: R, s: C, c: H, i: H, a: H",N,L,H,R,C,H,H,H
CVE-2020-4628,A detailed technical error message vulnerability in IBM Cloud Pak for Security (CP4S) versions 1.3.0.1 and 1.4.0.0 could lead to unauthorized disclosure of sensitive information when the error message is returned in the browser. This vulnerability could potentially be exploited by a remote attacker to gain sensitive information that could be used in further attacks against the system. The affected components are the IBM Cloud Pak for Security (CP4S) versions 1.3.0.1 and 1.4.0.0. The attack vector is through the exploitation of the detailed technical error message returned in the browser. IBM X-Force ID: 185369.,"av: N, ac: L, pr: N, ui: N, s: U, c: L, i: N, a: N",N,L,N,N,U,L,N,N
CVE-2021-41581,"A stack-based buffer over-read problem in the x509_constraints_parse_mailbox function within the lib/libcrypto/x509/x509_constraints.c component of LibreSSL up to version 3.4.0 causes potential data exposure when the input exceeds the DOMAIN_PART_MAX_LEN, due to the buffer lacking '\0' termination.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: N, a: N",N,L,N,N,U,H,N,N
CVE-2016-3573,"An unspecified vulnerability in the Primavera P6 Enterprise Project Portfolio Management component of Oracle Primavera Products Suite versions 8.3, 8.4, 15.1, 15.2, and 16.1 causes potential breaches in confidentiality and integrity when exploited via web access vectors. This vulnerability, identified as CVE-2016-3573, is distinct from CVE-2016-3566, CVE-2016-3568, CVE-2016-3569, CVE-2016-3570, and CVE-2016-3571. Remote attackers can exploit this vulnerability to affect the confidentiality and integrity of the system.","av: N, ac: L, pr: N, ui: R, s: C, c: H, i: H, a: N",N,L,N,R,C,H,H,N
CVE-2021-45619,"Command injection vulnerability in certain NETGEAR devices causes unauthorized system access and potential data compromise when exploited by an unauthenticated attacker. The affected components include various models of NETGEAR devices, specifically EX6200v2 before 1.0.1.86, EX6250 before 1.0.0.134, EX7700 before 1.0.0.216, EX8000 before 1.0.1.232, LBR1020 before 2.6.3.58, LBR20 before 2.6.3.50, R7800 before 1.0.2.80, R8900 before 1.0.5.26, R9000 before 1.0.5.26, RBS50Y before 2.7.3.22, WNR2000v5 before 1.0.0.76, XR700 before 1.0.1.36, EX6150v2 before 1.0.1.98, EX7300 before 1.0.2.158, EX7320 before 1.0.0.134, RAX10 before 1.0.2.88, RAX120 before 1.2.0.16, RAX70 before 1.0.2.88, EX6100v2 before 1.0.1.98, EX6400 before 1.0.2.158, EX7300v2 before 1.0.0.134, R6700AX before 1.0.2.88, RAX120v2 before 1.2.0.16, RAX78 before 1.0.2.88, EX6410 before 1.0.0.134, RBR10 before 2.7.3.22, RBR20 before 2.7.3.22, RBR350 before 4.3.4.7, RBR40 before 2.7.3.22, RBR50 before 2.7.3.22, EX6420 before 1.0.0.134, RBS10 before 2.7.3.22, RBS20 before 2.7.3.22, RBS350 before 4.3.4.7, RBS40 before ","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-24568,"A Server-Side Request Forgery (SSRF) vulnerability in Novel-plus v3.6.0 causes unauthorized access and potential data exposure when a malicious user supplies crafted input. This issue affects the server-side components of the software, allowing an attacker to manipulate the server into making unauthorized requests.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: N, a: N",N,L,N,N,U,H,N,N
CVE-2019-11287,"A Denial of Service (DoS) vulnerability in the web management plugin of Pivotal RabbitMQ, versions 3.7.x prior to 3.7.21 and 3.8.x prior to 3.8.1, and RabbitMQ for Pivotal Platform, 1.16.x versions prior to 1.16.7 and 1.17.x versions prior to 1.17.4, causes the server to crash when a malicious Erlang format string is inserted via the ""X-Reason"" HTTP Header. This attack exploits the vulnerability to expand and consume the heap, resulting in a server crash and service disruption.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: N, a: H",N,L,N,N,U,N,N,H
CVE-2023-28718,"Insufficient verification of HTTP requests in Osprey Pump Controller version 1.01 causes unauthorized administrative access when a logged-in user visits a malicious website. This vulnerability allows an attacker to perform actions with administrative privileges, potentially compromising the security and integrity of the system.","av: N, ac: L, pr: N, ui: R, s: C, c: H, i: H, a: H",N,L,N,R,C,H,H,H
CVE-2023-4177,"An information disclosure vulnerability in the Multi-Factor Authentication Code Handler of EmpowerID up to version 7.205.0.0 causes unauthorized access to sensitive information when manipulated with a high complexity attack vector. The impact of this vulnerability is problematic due to the potential for data breaches, and the exploitation is known to be difficult. The affected software components should be upgraded to version 7.205.0.1 to address this issue. The vulnerability has been assigned the identifier VDB-236213.","av: N, ac: H, pr: N, ui: N, s: U, c: H, i: N, a: N",N,H,N,N,U,H,N,N
CVE-2023-37469,"Arbitrary command execution vulnerability in CasaOS prior to version 0.4.4 causes unauthorized system manipulation when an authenticated user successfully connects to a controlled SMB server. This issue affects the overall security of the open-source personal cloud system, CasaOS, and can lead to potential system compromise. The vulnerability has been patched in version 0.4.4.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2020-5763,A backdoor vulnerability in the SSH service of Grandstream HT800 series firmware version 1.0.17.5 and below causes unauthorized root access when an authenticated remote attacker correctly answers a challenge prompt.,"av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2022-2505,"Memory safety bugs in Firefox 102 and Thunderbird < 102.1 cause potential arbitrary code execution when these vulnerabilities are exploited. This problem, reported by Mozilla developers and the Mozilla Fuzzing Team, affects Firefox ESR < 102.1, Firefox < 103, and Thunderbird < 102.1. The impact of this vulnerability is significant as it shows evidence of memory corruption, and it is presumed that with enough effort, some of these bugs could be exploited to run arbitrary code.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2020-10942,"LACK OF VALIDATION in GET_RAW_SOCKET IN DRIVERS/VHOST/NET.C of the Linux kernel before 5.5.8 causes KERNEL STACK CORRUPTION when ATTACKERS TRIGGER CRAFTED SYSTEM CALLS. This vulnerability might allow attackers to manipulate the sk_family field, leading to potential system compromise.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2020-36452,An uninitialized memory drop issue in the FixedCapacityDequeLike::clone() function of the array-tools crate before 0.3.2 for Rust causes potential data corruption or data leakage when the function is invoked.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2023-30901,"A Cross-Site Request Forgery (CSRF) vulnerability in the web interface of POWER METER SICAM Q100 (All versions < V2.60) causes unauthorized actions to be performed on the device when an authenticated user is tricked into clicking a malicious link. This vulnerability impacts all versions of the software prior to V2.60, allowing an attacker to exploit the system by performing arbitrary actions on behalf of the victim user.","av: N, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",N,L,N,R,U,H,H,H
